>
2012 01 03  20 11 36   55929.841389   1.0764E-01
2012 01 03  20 21 36   55929.848333   6.9234E-02
2012 01 03  20 31 36   55929.855278   5.1344E-02
2012 01 03  20 41 36   55929.862222   6.0224E-02
2012 01 03  20 51 36   55929.869167   4.4733E-02
2012 01 03  21 01 36   55929.876111   5.4175E-02
2012 01 03  21 11 36   55929.883056   4.7039E-02
2012 01 03  21 21 36   55929.890000   4.5917E-02
2012 01 03  21 31 36   55929.896944   5.1756E-02
2012 01 03  21 41 36   55929.903889   7.9242E-02
2012 01 03  21 51 36   55929.910833   9.8962E-02
2012 01 03  22 01 36   55929.917778   1.3093E-01
2012 01 03  22 11 36   55929.924722   1.4037E-01
2012 01 03  22 21 36   55929.931667   1.5615E-01
2012 01 03  22 31 36   55929.938611   1.7695E-01
2012 01 03  22 41 36   55929.945556   1.7345E-01
2012 01 03  22 51 36   55929.952500   1.7222E-01
2012 01 03  23 01 36   55929.959444   1.6214E-01
2012 01 03  23 11 36   55929.966389   1.5429E-01
2012 01 03  23 21 36   55929.973333   1.3649E-01
2012 01 03  23 31 36   55929.980278   1.1957E-01
2012 01 03  23 41 36   55929.987222   1.0937E-01
2012 01 03  23 51 36   55929.994167   1.0367E-01
2012 01 04  00 01 36   55930.001111   8.4608E-02
2012 01 04  00 11 36   55930.008056   5.0237E-02
2012 01 04  00 21 36   55930.015000   2.7080E-02
2012 01 04  00 31 36   55930.021944   1.8878E-02
2012 01 04  00 41 36   55930.028889   2.2343E-02
2012 01 04  00 51 36   55930.035833   2.0761E-02
2012 01 04  01 01 36   55930.042778   1.0982E-02
2012 01 04  01 11 36   55930.049722   1.3049E-02
2012 01 04  01 21 36   55930.056667   1.8133E-02
2012 01 04  01 31 36   55930.063611   2.1709E-02
2012 01 04  01 41 36   55930.070556   2.9686E-02
2012 01 04  01 51 36   55930.077500   2.5004E-02
2012 01 04  02 01 36   55930.084444   5.5933E-02
2012 01 04  02 11 36   55930.091389   5.2637E-02
2012 01 04  02 21 36   55930.098333   6.3034E-02
2012 01 04  02 31 36   55930.105278   6.2937E-02
2012 01 04  02 41 36   55930.112222   6.4504E-02
2012 01 04  02 51 36   55930.119167   6.8047E-02
2012 01 04  03 01 36   55930.126111   6.7947E-02
2012 01 04  03 11 36   55930.133056   5.2765E-02
2012 01 04  03 21 36   55930.140000   3.2219E-02
2012 01 04  03 31 36   55930.146944   1.1722E-02
2012 01 04  03 41 36   55930.153889  -3.1715E-03
2012 01 04  03 51 36   55930.160833  -1.9037E-03
2012 01 04  04 01 36   55930.167778  -2.9544E-03
2012 01 04  04 11 36   55930.174722  -8.0621E-03
2012 01 04  04 21 36   55930.181667  -3.2441E-02
2012 01 04  04 31 36   55930.188611  -4.7680E-02
2012 01 04  04 41 36   55930.195556  -5.2137E-02
2012 01 04  04 51 36   55930.202500  -5.6774E-02
2012 01 04  05 01 36   55930.209444  -3.3989E-02
2012 01 04  05 11 36   55930.216389  -4.0176E-02
2012 01 04  05 21 36   55930.223333  -1.6456E-02
2012 01 04  05 31 36   55930.230278   2.2038E-03
2012 01 04  05 41 36   55930.237222   1.8887E-02
2012 01 04  05 51 36   55930.244167   3.0990E-02
2012 01 04  06 01 36   55930.251111   5.2569E-02
2012 01 04  06 11 36   55930.258056   7.0670E-02
2012 01 04  06 21 36   55930.265000   7.7805E-02
2012 01 04  06 31 36   55930.271944   1.0226E-01
2012 01 04  06 41 36   55930.278889   8.0450E-02
2012 01 04  06 51 36   55930.285833   9.0286E-02
2012 01 04  07 01 36   55930.292778   6.8495E-02
2012 01 04  07 11 36   55930.299722   6.1965E-02
2012 01 04  07 21 36   55930.306667   5.4198E-02
2012 01 04  07 31 36   55930.313611   1.8624E-02
2012 01 04  07 41 36   55930.320556  -4.3018E-03
2012 01 04  07 51 36   55930.327500  -1.7806E-02
2012 01 04  08 01 36   55930.334444  -1.6019E-02
2012 01 04  08 11 36   55930.341389  -3.1768E-02
2012 01 04  08 21 36   55930.348333  -4.5897E-02
2012 01 04  08 31 36   55930.355278  -5.4279E-02
2012 01 04  08 41 36   55930.362222  -2.4577E-02
2012 01 04  08 51 36   55930.369167   1.5275E-02
2012 01 04  09 01 36   55930.376111   2.9897E-02
2012 01 04  09 11 36   55930.383056   3.9953E-02
2012 01 04  09 21 36   55930.390000   4.6823E-02
2012 01 04  09 31 36   55930.396944   7.5569E-02
2012 01 04  09 41 36   55930.403889   8.5499E-02
2012 01 04  09 51 36   55930.410833   8.7827E-02
2012 01 04  10 01 36   55930.417778   6.3820E-02
2012 01 04  10 11 36   55930.424722   8.1560E-02
2012 01 04  10 21 36   55930.431667   8.5675E-02
2012 01 04  10 31 36   55930.438611   9.1306E-02
2012 01 04  10 41 36   55930.445556   6.7075E-02
2012 01 04  10 51 36   55930.452500   4.8180E-02
2012 01 04  11 01 36   55930.459444   5.4391E-02
2012 01 04  11 11 36   55930.466389   6.5133E-02
2012 01 04  11 21 36   55930.473333   6.4161E-02
2012 01 04  11 31 36   55930.480278   4.2823E-02
2012 01 04  11 41 36   55930.487222   3.6082E-02
2012 01 04  11 51 36   55930.494167   3.8051E-02
2012 01 04  12 01 36   55930.501111   8.9256E-02
2012 01 04  12 11 36   55930.508056   8.1719E-02
2012 01 04  12 21 36   55930.515000   5.7656E-02
2012 01 04  12 31 36   55930.521944   2.8534E-03
2012 01 04  12 41 36   55930.528889  -1.7846E-02
2012 01 04  12 51 36   55930.535833  -1.5041E-02
2012 01 04  13 01 36   55930.542778   5.0781E-03
2012 01 04  13 11 36   55930.549722   2.1011E-02
2012 01 04  13 21 36   55930.556667   9.2726E-03
2012 01 04  13 31 36   55930.563611   1.5979E-02
2012 01 04  13 41 36   55930.570556  -7.4910E-03
2012 01 04  13 51 36   55930.577500  -7.4446E-04
2012 01 04  14 01 36   55930.584444   1.4495E-02
2012 01 04  14 11 36   55930.591389   2.8518E-02
2012 01 04  14 21 36   55930.598333   7.3152E-02
2012 01 04  14 31 36   55930.605278   7.1056E-02
